num_hawks,num_doves,num_hawks_infected,num_doves_infected,infection_rate,mask_effectiveness,improper_mask_usage_severity,percent_improper_mask_usage,percent_stationary,probability_quarantined,time_25,time_50,time_75,time_100,total_infected,total_time
190.0,10.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,448.8333333333333,861.7666666666667,1262.1666666666667,2886.366666666667,200.0,2886.366666666667
180.0,20.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,462.1666666666667,882.6,1311.4,5208.866666666667,200.0,5208.866666666667
170.0,30.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,500.03333333333336,975.0333333333333,1443.9333333333334,6231.733333333334,200.0,6231.733333333334
160.0,40.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,526.6333333333333,1050.9666666666667,1599.4333333333334,7099.866666666667,200.0,7099.866666666667
150.0,50.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,599.5,1151.6666666666667,1739.4,7827.866666666667,200.0,7827.866666666667
140.0,60.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,609.7,1155.8333333333333,1814.4,9519.533333333333,200.0,9519.533333333333
130.0,70.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,656.0666666666667,1285.2666666666667,2088.5666666666666,9641.366666666667,200.0,9641.366666666667
120.0,80.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,693.5,1412.2666666666667,2262.7,10685.366666666667,200.0,10685.366666666667
110.0,90.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,755.1,1535.4333333333334,2541.9333333333334,10889.333333333334,200.0,10889.333333333334
100.0,100.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,779.4333333333333,1657.5666666666666,2864.3,11859.066666666668,200.0,11859.066666666668
90.0,110.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,881.6333333333333,1844.7333333333333,3227.733333333333,13739.533333333333,200.0,13739.533333333333
80.0,120.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,1010.7,2105.9333333333334,3646.5,15296.433333333332,200.0,15296.433333333332
70.0,130.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,1127.3666666666666,2448.733333333333,4328.766666666666,15346.133333333333,200.0,15346.133333333333
60.0,140.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,1171.3666666666666,2609.133333333333,4762.666666666667,17754.833333333332,200.0,17754.833333333332
50.0,150.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,1402.4333333333334,3202.3333333333335,5710.8,21544.533333333333,200.0,21544.533333333333
40.0,160.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,1625.4,3792.6666666666665,6965.733333333334,24693.3,200.0,24693.3
30.0,170.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,1962.0666666666666,4550.433333333333,8189.033333333334,26893.633333333335,200.0,26893.633333333335
20.0,180.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,2417.8333333333335,5931.1,10131.733333333334,29105.333333333332,200.0,29105.333333333332
10.0,190.0,10.0,10.0,0.2000000000000001,5.0,0.0,0.0,0.0,0.0,3161.4666666666667,7529.6,12867.2,38994.03333333333,200.0,38994.03333333333
