infected_hawks,infected_doves,total_infected
10.0,10.0,20.0
10.0,10.0,20.0
10.0,10.0,20.0
10.0,10.0,20.0
10.033333333333333,10.0,20.033333333333335
10.066666666666666,10.0,20.066666666666666
10.1,10.0,20.1
10.133333333333333,10.0,20.133333333333333
10.133333333333333,10.0,20.133333333333333
10.166666666666666,10.0,20.166666666666668
10.233333333333333,10.0,20.233333333333334
10.233333333333333,10.033333333333333,20.266666666666666
10.266666666666667,10.033333333333333,20.3
10.266666666666667,10.033333333333333,20.3
10.266666666666667,10.033333333333333,20.3
10.3,10.033333333333333,20.333333333333332
10.3,10.066666666666666,20.366666666666667
10.4,10.1,20.5
10.433333333333334,10.133333333333333,20.566666666666666
10.433333333333334,10.133333333333333,20.566666666666666
10.433333333333334,10.133333333333333,20.566666666666666
10.5,10.133333333333333,20.633333333333333
10.5,10.133333333333333,20.633333333333333
10.5,10.133333333333333,20.633333333333333
10.533333333333333,10.166666666666666,20.7
10.533333333333333,10.166666666666666,20.7
10.533333333333333,10.166666666666666,20.7
10.6,10.166666666666666,20.766666666666666
10.6,10.166666666666666,20.766666666666666
10.6,10.166666666666666,20.766666666666666
10.6,10.166666666666666,20.766666666666666
10.6,10.166666666666666,20.766666666666666
10.6,10.166666666666666,20.766666666666666
10.633333333333333,10.166666666666666,20.8
10.666666666666666,10.166666666666666,20.833333333333332
10.666666666666666,10.166666666666666,20.833333333333332
10.7,10.2,20.9
10.7,10.2,20.9
10.8,10.2,21.0
10.8,10.233333333333333,21.033333333333335
10.8,10.233333333333333,21.033333333333335
10.8,10.233333333333333,21.033333333333335
10.8,10.233333333333333,21.033333333333335
10.8,10.233333333333333,21.033333333333335
10.8,10.233333333333333,21.033333333333335
10.866666666666667,10.233333333333333,21.1
10.933333333333334,10.233333333333333,21.166666666666668
10.966666666666667,10.233333333333333,21.2
11.033333333333333,10.233333333333333,21.266666666666666
11.033333333333333,10.233333333333333,21.266666666666666
11.033333333333333,10.233333333333333,21.266666666666666
11.066666666666666,10.266666666666667,21.333333333333332
11.066666666666666,10.266666666666667,21.333333333333332
11.066666666666666,10.266666666666667,21.333333333333332
11.133333333333333,10.266666666666667,21.4
11.166666666666666,10.3,21.466666666666665
11.233333333333333,10.3,21.533333333333335
11.233333333333333,10.3,21.533333333333335
11.233333333333333,10.3,21.533333333333335
11.233333333333333,10.333333333333334,21.566666666666666
11.233333333333333,10.333333333333334,21.566666666666666
11.233333333333333,10.333333333333334,21.566666666666666
11.266666666666667,10.333333333333334,21.6
11.266666666666667,10.366666666666667,21.633333333333333
11.266666666666667,10.366666666666667,21.633333333333333
11.3,10.366666666666667,21.666666666666668
11.333333333333334,10.366666666666667,21.7
11.333333333333334,10.366666666666667,21.7
11.366666666666667,10.366666666666667,21.733333333333334
11.366666666666667,10.366666666666667,21.733333333333334
11.366666666666667,10.366666666666667,21.733333333333334
11.366666666666667,10.366666666666667,21.733333333333334
11.4,10.4,21.8
11.433333333333334,10.4,21.833333333333332
11.466666666666667,10.4,21.866666666666667
11.466666666666667,10.4,21.866666666666667
11.466666666666667,10.4,21.866666666666667
11.466666666666667,10.4,21.866666666666667
11.466666666666667,10.4,21.866666666666667
11.466666666666667,10.4,21.866666666666667
11.466666666666667,10.4,21.866666666666667
11.466666666666667,10.4,21.866666666666667
11.466666666666667,10.4,21.866666666666667
11.466666666666667,10.433333333333334,21.9
11.466666666666667,10.433333333333334,21.9
11.5,10.433333333333334,21.933333333333334
11.5,10.433333333333334,21.933333333333334
11.5,10.466666666666667,21.966666666666665
11.533333333333333,10.466666666666667,22.0
11.566666666666666,10.466666666666667,22.033333333333335
11.566666666666666,10.466666666666667,22.033333333333335
11.6,10.466666666666667,22.066666666666666
11.6,10.466666666666667,22.066666666666666
11.6,10.466666666666667,22.066666666666666
11.666666666666666,10.466666666666667,22.133333333333333
11.666666666666666,10.466666666666667,22.133333333333333
11.666666666666666,10.466666666666667,22.133333333333333
11.666666666666666,10.466666666666667,22.133333333333333
11.7,10.466666666666667,22.166666666666668
11.733333333333333,10.466666666666667,22.2
11.733333333333333,10.466666666666667,22.2
11.766666666666667,10.466666666666667,22.233333333333334
11.766666666666667,10.466666666666667,22.233333333333334
11.766666666666667,10.466666666666667,22.233333333333334
11.8,10.466666666666667,22.266666666666666
11.833333333333334,10.466666666666667,22.3
11.833333333333334,10.466666666666667,22.3
11.866666666666667,10.466666666666667,22.333333333333332
11.9,10.466666666666667,22.366666666666667
11.9,10.5,22.4
11.933333333333334,10.5,22.433333333333334
11.933333333333334,10.5,22.433333333333334
11.933333333333334,10.5,22.433333333333334
12.033333333333333,10.5,22.533333333333335
12.033333333333333,10.5,22.533333333333335
12.033333333333333,10.533333333333333,22.566666666666666
12.1,10.533333333333333,22.633333333333333
12.1,10.533333333333333,22.633333333333333
12.133333333333333,10.533333333333333,22.666666666666668
12.133333333333333,10.533333333333333,22.666666666666668
12.133333333333333,10.533333333333333,22.666666666666668
12.2,10.533333333333333,22.733333333333334
12.2,10.533333333333333,22.733333333333334
12.266666666666667,10.533333333333333,22.8
12.333333333333334,10.533333333333333,22.866666666666667
12.333333333333334,10.533333333333333,22.866666666666667
12.333333333333334,10.566666666666666,22.9
12.433333333333334,10.566666666666666,23.0
12.433333333333334,10.566666666666666,23.0
12.533333333333333,10.566666666666666,23.1
12.533333333333333,10.566666666666666,23.1
12.566666666666666,10.566666666666666,23.133333333333333
12.6,10.566666666666666,23.166666666666668
12.6,10.6,23.2
12.6,10.6,23.2
12.633333333333333,10.6,23.233333333333334
