num_hawks,num_doves,num_hawks_infected,num_doves_infected,infection_rate,mask_effectiveness,improper_mask_usage_severity,percent_improper_mask_usage,percent_stationary,probability_quarantined,time_25,time_50,time_75,time_100,total_infected,total_time
190,10,10,10,0.2,5,0,0,0,0,537,850,1319,2711,200,2711
180,20,10,10,0.2,5,0,0,0,0,355,735,1145,3311,200,3311
170,30,10,10,0.2,5,0,0,0,0,563,919,1454,4966,200,4966
160,40,10,10,0.2,5,0,0,0,0,596,1025,1364,7203,200,7203
150,50,10,10,0.2,5,0,0,0,0,768,1411,1964,8335,200,8335
140,60,10,10,0.2,5,0,0,0,0,712,1371,1985,7284,200,7284
130,70,10,10,0.2,5,0,0,0,0,1002,1768,2705,8892,200,8892
120,80,10,10,0.2,5,0,0,0,0,768,1446,2405,8404,200,8404
110,90,10,10,0.2,5,0,0,0,0,653,1419,2439,10773,200,10773
100,100,10,10,0.2,5,0,0,0,0,683,1678,3005,15765,200,15765
90,110,10,10,0.2,5,0,0,0,0,765,1815,3200,10082,200,10082
80,120,10,10,0.2,5,0,0,0,0,918,2387,3873,13016,200,13016
70,130,10,10,0.2,5,0,0,0,0,1120,2386,4564,19118,200,19118
60,140,10,10,0.2,5,0,0,0,0,1308,2831,4690,15397,200,15397
50,150,10,10,0.2,5,0,0,0,0,1037,3044,5501,17057,200,17057
40,160,10,10,0.2,5,0,0,0,0,1902,4667,7226,28703,200,28703
30,170,10,10,0.2,5,0,0,0,0,2155,4566,7988,30712,200,30712
20,180,10,10,0.2,5,0,0,0,0,2063,5421,9546,29730,200,29730
10,190,10,10,0.2,5,0,0,0,0,2847,7589,12661,36817,200,36817
190,10,10,10,0.16,5,0,0,0,0,452,1069,1536,3175,200,3175
180,20,10,10,0.16,5,0,0,0,0,532,1084,1597,6418,200,6418
170,30,10,10,0.16,5,0,0,0,0,400,978,1549,5855,200,5855
160,40,10,10,0.16,5,0,0,0,0,922,1406,1971,9784,200,9784
150,50,10,10,0.16,5,0,0,0,0,635,1185,1982,9945,200,9945
140,60,10,10,0.16,5,0,0,0,0,769,1464,2569,11075,200,11075
130,70,10,10,0.16,5,0,0,0,0,665,1363,2156,11972,200,11972
120,80,10,10,0.16,5,0,0,0,0,483,1397,2410,16975,200,16975
110,90,10,10,0.16,5,0,0,0,0,1209,2385,3744,13433,200,13433
100,100,10,10,0.16,5,0,0,0,0,862,1766,3014,32136,200,32136
90,110,10,10,0.16,5,0,0,0,0,910,2134,4659,17614,200,17614
80,120,10,10,0.16,5,0,0,0,0,1167,2890,4750,16441,200,16441
70,130,10,10,0.16,5,0,0,0,0,1551,2741,5502,23035,200,23035
60,140,10,10,0.16,5,0,0,0,0,1556,3349,6160,19379,200,19379
50,150,10,10,0.16,5,0,0,0,0,1447,3771,5855,15769,200,15769
40,160,10,10,0.16,5,0,0,0,0,1709,4425,9030,25578,200,25578
30,170,10,10,0.16,5,0,0,0,0,2835,6397,10218,28149,200,28149
20,180,10,10,0.16,5,0,0,0,0,3001,6787,12760,34132,200,34132
10,190,10,10,0.16,5,0,0,0,0,3722,9135,16040,51086,200,51086
190,10,10,10,0.12,5,0,0,0,0,711,1175,1742,4048,200,4048
180,20,10,10,0.12,5,0,0,0,0,490,962,1771,8023,200,8023
170,30,10,10,0.12,5,0,0,0,0,650,1438,2094,7477,200,7477
160,40,10,10,0.12,5,0,0,0,0,1170,1996,2934,13369,200,13369
150,50,10,10,0.12,5,0,0,0,0,975,2116,3347,13170,200,13170
140,60,10,10,0.12,5,0,0,0,0,661,1496,2380,8858,200,8858
130,70,10,10,0.12,5,0,0,0,0,658,1847,2924,14898,200,14898
120,80,10,10,0.12,5,0,0,0,0,1158,2370,3583,12340,200,12340
110,90,10,10,0.12,5,0,0,0,0,1250,2365,3827,15384,200,15384
100,100,10,10,0.12,5,0,0,0,0,1522,2672,4926,17988,200,17988
90,110,10,10,0.12,5,0,0,0,0,1265,2892,5244,18613,200,18613
80,120,10,10,0.12,5,0,0,0,0,1191,2952,5682,24845,200,24845
70,130,10,10,0.12,5,0,0,0,0,1764,4219,7654,33974,200,33974
60,140,10,10,0.12,5,0,0,0,0,1413,3116,6936,23295,200,23295
50,150,10,10,0.12,5,0,0,0,0,2525,5137,8719,37893,200,37893
40,160,10,10,0.12,5,0,0,0,0,2480,6103,10070,37176,200,37176
30,170,10,10,0.12,5,0,0,0,0,2736,7184,12685,41000,200,41000
20,180,10,10,0.12,5,0,0,0,0,3888,8943,16288,43585,200,43585
