num_hawks,num_doves,num_hawks_infected,num_doves_infected,infection_rate,mask_effectiveness,improper_mask_usage_severity,percent_improper_mask_usage,percent_stationary,probability_quarantined,time_25,time_50,time_75,time_100,total_infected,total_time
190,10,10,10,0.2,5,0,0,0,0,404,810,1151,2146,200,2146
180,20,10,10,0.2,5,0,0,0,0,443,907,1382,4771,200,4771
170,30,10,10,0.2,5,0,0,0,0,498,879,1436,6319,200,6319
160,40,10,10,0.2,5,0,0,0,0,587,1173,1751,5652,200,5652
150,50,10,10,0.2,5,0,0,0,0,629,1211,1912,9203,200,9203
140,60,10,10,0.2,5,0,0,0,0,912,1654,2316,9613,200,9613
130,70,10,10,0.2,5,0,0,0,0,637,1262,2472,7323,200,7323
120,80,10,10,0.2,5,0,0,0,0,649,1349,2218,11784,200,11784
110,90,10,10,0.2,5,0,0,0,0,735,1503,2425,14068,200,14068
100,100,10,10,0.2,5,0,0,0,0,758,1630,2937,11164,200,11164
90,110,10,10,0.2,5,0,0,0,0,1080,2371,3538,11989,200,11989
80,120,10,10,0.2,5,0,0,0,0,982,1955,3710,16594,200,16594
70,130,10,10,0.2,5,0,0,0,0,1043,2716,4577,13782,200,13782
60,140,10,10,0.2,5,0,0,0,0,1135,3047,5090,19739,200,19739
50,150,10,10,0.2,5,0,0,0,0,1414,3120,5293,19527,200,19527
40,160,10,10,0.2,5,0,0,0,0,985,2621,6068,18020,200,18020
30,170,10,10,0.2,5,0,0,0,0,2179,5260,8308,25158,200,25158
20,180,10,10,0.2,5,0,0,0,0,2379,5688,10252,35597,200,35597
10,190,10,10,0.2,5,0,0,0,0,2553,7802,12128,29889,200,29889
190,10,10,10,0.16,5,0,0,0,0,628,1323,1865,3438,200,3438
180,20,10,10,0.16,5,0,0,0,0,651,1359,2032,4672,200,4672
170,30,10,10,0.16,5,0,0,0,0,478,1027,1607,5970,200,5970
160,40,10,10,0.16,5,0,0,0,0,430,1001,1630,6199,200,6199
150,50,10,10,0.16,5,0,0,0,0,571,1199,1954,8794,200,8794
140,60,10,10,0.16,5,0,0,0,0,661,1413,2634,11332,200,11332
130,70,10,10,0.16,5,0,0,0,0,672,1380,2442,12101,200,12101
120,80,10,10,0.16,5,0,0,0,0,658,1662,2959,15580,200,15580
110,90,10,10,0.16,5,0,0,0,0,778,1712,2911,10983,200,10983
100,100,10,10,0.16,5,0,0,0,0,810,1816,3292,13559,200,13559
90,110,10,10,0.16,5,0,0,0,0,1139,2421,4254,19670,200,19670
80,120,10,10,0.16,5,0,0,0,0,920,2321,3766,24520,200,24520
70,130,10,10,0.16,5,0,0,0,0,1074,2487,4703,19747,200,19747
60,140,10,10,0.16,5,0,0,0,0,2120,4121,7141,23427,200,23427
50,150,10,10,0.16,5,0,0,0,0,1612,3994,6893,24415,200,24415
40,160,10,10,0.16,5,0,0,0,0,1601,3850,7658,36555,200,36555
30,170,10,10,0.16,5,0,0,0,0,2821,5758,9821,25236,200,25236
20,180,10,10,0.16,5,0,0,0,0,2782,7368,13010,31934,200,31934
10,190,10,10,0.16,5,0,0,0,0,4617,9866,17136,52475,200,52475
190,10,10,10,0.12,5,0,0,0,0,739,1415,1999,3958,200,3958
180,20,10,10,0.12,5,0,0,0,0,723,1379,2016,5460,200,5460
170,30,10,10,0.12,5,0,0,0,0,888,1625,2424,9977,200,9977
160,40,10,10,0.12,5,0,0,0,0,674,1590,2384,7835,200,7835
150,50,10,10,0.12,5,0,0,0,0,922,1885,2927,15743,200,15743
140,60,10,10,0.12,5,0,0,0,0,762,1728,2672,14617,200,14617
130,70,10,10,0.12,5,0,0,0,0,966,1776,3257,12860,200,12860
120,80,10,10,0.12,5,0,0,0,0,1076,2154,3732,19396,200,19396
110,90,10,10,0.12,5,0,0,0,0,1226,2203,3828,14498,200,14498
100,100,10,10,0.12,5,0,0,0,0,1163,2659,4389,25145,200,25145
90,110,10,10,0.12,5,0,0,0,0,1513,3639,5813,22334,200,22334
80,120,10,10,0.12,5,0,0,0,0,1629,3641,6113,36012,200,36012
70,130,10,10,0.12,5,0,0,0,0,1596,3732,6548,56613,200,56613
60,140,10,10,0.12,5,0,0,0,0,2095,4553,7855,27314,200,27314
50,150,10,10,0.12,5,0,0,0,0,2548,5877,10434,33956,200,33956
40,160,10,10,0.12,5,0,0,0,0,2979,6333,10380,28787,200,28787
30,170,10,10,0.12,5,0,0,0,0,3726,7741,14441,40325,200,40325
20,180,10,10,0.12,5,0,0,0,0,4624,9874,16187,45510,200,45510
10,190,10,10,0.12,5,0,0,0,0,3887,9164,19634,62135,200,62135
190,10,10,10,0.07999999999999999,5,0,0,0,0,1037,1966,2975,4618,200,4618
180,20,10,10,0.07999999999999999,5,0,0,0,0,877,2167,3367,17216,200,17216
170,30,10,10,0.07999999999999999,5,0,0,0,0,1251,2312,3137,11229,200,11229
160,40,10,10,0.07999999999999999,5,0,0,0,0,1069,2224,3358,34235,200,34235
150,50,10,10,0.07999999999999999,5,0,0,0,0,924,2142,3476,12284,200,12284
140,60,10,10,0.07999999999999999,5,0,0,0,0,1563,2878,4627,24303,200,24303
130,70,10,10,0.07999999999999999,5,0,0,0,0,1461,2729,4522,27082,200,27082
120,80,10,10,0.07999999999999999,5,0,0,0,0,1111,2764,4893,22638,200,22638
110,90,10,10,0.07999999999999999,5,0,0,0,0,1607,3450,6194,25462,200,25462
100,100,10,10,0.07999999999999999,5,0,0,0,0,1393,2979,5728,51294,200,51294
90,110,10,10,0.07999999999999999,5,0,0,0,0,2151,4316,7926,30797,200,30797
80,120,10,10,0.07999999999999999,5,0,0,0,0,1696,4419,8204,31905,200,31905
