num_hawks,num_doves,num_hawks_infected,num_doves_infected,infection_rate,mask_effectiveness,improper_mask_usage_severity,percent_improper_mask_usage,percent_stationary,probability_quarantined,time_25,time_50,time_75,time_100,total_infected,total_time
190,10,10,10,0.2,5,0,0,0,0,461,812,1317,3575,200,3575
180,20,10,10,0.2,5,0,0,0,0,479,829,1228,3185,200,3185
170,30,10,10,0.2,5,0,0,0,0,502,989,1401,7697,200,7697
160,40,10,10,0.2,5,0,0,0,0,552,982,1523,6297,200,6297
150,50,10,10,0.2,5,0,0,0,0,552,1040,1778,9912,200,9912
140,60,10,10,0.2,5,0,0,0,0,590,1207,1639,9763,200,9763
130,70,10,10,0.2,5,0,0,0,0,433,1156,2032,8089,200,8089
120,80,10,10,0.2,5,0,0,0,0,581,1102,1755,8795,200,8795
110,90,10,10,0.2,5,0,0,0,0,633,1555,2715,12705,200,12705
100,100,10,10,0.2,5,0,0,0,0,559,1725,2944,17228,200,17228
90,110,10,10,0.2,5,0,0,0,0,742,1750,3699,11620,200,11620
80,120,10,10,0.2,5,0,0,0,0,804,1837,3409,13395,200,13395
70,130,10,10,0.2,5,0,0,0,0,1229,2491,4603,23370,200,23370
60,140,10,10,0.2,5,0,0,0,0,1523,2858,5107,18933,200,18933
50,150,10,10,0.2,5,0,0,0,0,1498,3427,6494,19383,200,19383
40,160,10,10,0.2,5,0,0,0,0,1885,4124,7351,21766,200,21766
30,170,10,10,0.2,5,0,0,0,0,1943,4819,9529,30804,200,30804
20,180,10,10,0.2,5,0,0,0,0,2162,5577,10407,40627,200,40627
10,190,10,10,0.2,5,0,0,0,0,3019,7664,13001,50907,200,50907
190,10,10,10,0.16,5,0,0,0,0,565,1034,1575,4033,200,4033
180,20,10,10,0.16,5,0,0,0,0,512,1001,1572,6714,200,6714
170,30,10,10,0.16,5,0,0,0,0,472,1004,1614,15443,200,15443
160,40,10,10,0.16,5,0,0,0,0,699,1359,2002,6657,200,6657
150,50,10,10,0.16,5,0,0,0,0,641,1179,2109,12117,200,12117
140,60,10,10,0.16,5,0,0,0,0,967,2025,3116,12226,200,12226
130,70,10,10,0.16,5,0,0,0,0,943,1698,2668,16500,200,16500
120,80,10,10,0.16,5,0,0,0,0,617,1485,2513,9960,200,9960
110,90,10,10,0.16,5,0,0,0,0,731,1660,3104,12120,200,12120
100,100,10,10,0.16,5,0,0,0,0,755,1690,2925,10923,200,10923
90,110,10,10,0.16,5,0,0,0,0,1286,2617,3922,13550,200,13550
80,120,10,10,0.16,5,0,0,0,0,1118,2571,4547,20500,200,20500
70,130,10,10,0.16,5,0,0,0,0,1582,3384,6141,15462,200,15462
60,140,10,10,0.16,5,0,0,0,0,1184,2463,5276,16190,200,16190
50,150,10,10,0.16,5,0,0,0,0,2017,4459,7335,21704,200,21704
40,160,10,10,0.16,5,0,0,0,0,1780,4242,8365,24046,200,24046
30,170,10,10,0.16,5,0,0,0,0,2759,6006,9808,28510,200,28510
20,180,10,10,0.16,5,0,0,0,0,3018,7158,12367,39685,200,39685
10,190,10,10,0.16,5,0,0,0,0,3273,9647,18003,55229,200,55229
190,10,10,10,0.12,5,0,0,0,0,619,1342,1955,6010,200,6010
180,20,10,10,0.12,5,0,0,0,0,919,1677,2440,7997,200,7997
170,30,10,10,0.12,5,0,0,0,0,1048,1697,2342,14715,200,14715
160,40,10,10,0.12,5,0,0,0,0,866,1611,2388,13217,200,13217
150,50,10,10,0.12,5,0,0,0,0,518,1393,2354,10290,200,10290
140,60,10,10,0.12,5,0,0,0,0,919,1921,3211,16579,200,16579
130,70,10,10,0.12,5,0,0,0,0,758,1705,2705,14244,200,14244
120,80,10,10,0.12,5,0,0,0,0,1190,2249,3684,15557,200,15557
110,90,10,10,0.12,5,0,0,0,0,918,2198,3780,13921,200,13921
