num_hawks,num_doves,num_hawks_infected,num_doves_infected,infection_rate,mask_effectiveness,improper_mask_usage_severity,percent_improper_mask_usage,percent_stationary,probability_quarantined,time_25,time_50,time_75,time_100,total_infected,total_time
190,10,10,10,0.2,5,0,0,0,0,441,828,1181,2577,200,2577
180,20,10,10,0.2,5,0,0,0,0,501,939,1369,3588,200,3588
170,30,10,10,0.2,5,0,0,0,0,434,1066,1688,6546,200,6546
160,40,10,10,0.2,5,0,0,0,0,394,877,1383,8865,200,8865
150,50,10,10,0.2,5,0,0,0,0,729,1339,1882,7535,200,7535
140,60,10,10,0.2,5,0,0,0,0,523,1183,1827,8452,200,8452
130,70,10,10,0.2,5,0,0,0,0,726,1309,1981,7678,200,7678
120,80,10,10,0.2,5,0,0,0,0,892,1574,2506,13982,200,13982
110,90,10,10,0.2,5,0,0,0,0,732,1400,2428,10048,200,10048
100,100,10,10,0.2,5,0,0,0,0,1139,1880,3099,9452,200,9452
90,110,10,10,0.2,5,0,0,0,0,850,1962,3435,11265,200,11265
80,120,10,10,0.2,5,0,0,0,0,1251,2220,3825,12073,200,12073
70,130,10,10,0.2,5,0,0,0,0,1040,2468,4871,16087,200,16087
60,140,10,10,0.2,5,0,0,0,0,1219,2589,4760,11669,200,11669
50,150,10,10,0.2,5,0,0,0,0,1884,3511,6045,19159,200,19159
40,160,10,10,0.2,5,0,0,0,0,1981,4002,7016,17758,200,17758
30,170,10,10,0.2,5,0,0,0,0,1646,4078,7470,26562,200,26562
20,180,10,10,0.2,5,0,0,0,0,2036,5475,9475,35710,200,35710
10,190,10,10,0.2,5,0,0,0,0,2608,7108,13048,57360,200,57360
190,10,10,10,0.16,5,0,0,0,0,608,1049,1442,5153,200,5153
180,20,10,10,0.16,5,0,0,0,0,497,1182,1614,7905,200,7905
170,30,10,10,0.16,5,0,0,0,0,769,1260,1792,8789,200,8789
160,40,10,10,0.16,5,0,0,0,0,445,1069,1797,7852,200,7852
150,50,10,10,0.16,5,0,0,0,0,892,1606,2307,11026,200,11026
140,60,10,10,0.16,5,0,0,0,0,824,1534,2300,11012,200,11012
130,70,10,10,0.16,5,0,0,0,0,806,1371,2330,8033,200,8033
120,80,10,10,0.16,5,0,0,0,0,661,1421,2458,16633,200,16633
110,90,10,10,0.16,5,0,0,0,0,929,1838,3309,13032,200,13032
100,100,10,10,0.16,5,0,0,0,0,964,2164,3602,12856,200,12856
90,110,10,10,0.16,5,0,0,0,0,1213,2351,4074,14520,200,14520
80,120,10,10,0.16,5,0,0,0,0,1392,2816,4923,16014,200,16014
70,130,10,10,0.16,5,0,0,0,0,902,2248,4541,20361,200,20361
60,140,10,10,0.16,5,0,0,0,0,1824,3470,6630,21361,200,21361
50,150,10,10,0.16,5,0,0,0,0,1509,3792,8606,24224,200,24224
40,160,10,10,0.16,5,0,0,0,0,1934,4801,8557,28254,200,28254
30,170,10,10,0.16,5,0,0,0,0,2371,5546,11117,32254,200,32254
20,180,10,10,0.16,5,0,0,0,0,2635,5944,10326,30702,200,30702
10,190,10,10,0.16,5,0,0,0,0,3715,9856,17930,39988,200,39988
190,10,10,10,0.12,5,0,0,0,0,701,1308,1833,3566,200,3566
180,20,10,10,0.12,5,0,0,0,0,813,1502,2004,6409,200,6409
170,30,10,10,0.12,5,0,0,0,0,617,1385,2232,10550,200,10550
160,40,10,10,0.12,5,0,0,0,0,959,1422,2079,8004,200,8004
150,50,10,10,0.12,5,0,0,0,0,1125,1837,2798,17156,200,17156
140,60,10,10,0.12,5,0,0,0,0,1114,1948,3009,17434,200,17434
130,70,10,10,0.12,5,0,0,0,0,997,1983,3212,11891,200,11891
120,80,10,10,0.12,5,0,0,0,0,1092,2163,3492,16538,200,16538
110,90,10,10,0.12,5,0,0,0,0,1584,2607,4696,13313,200,13313
100,100,10,10,0.12,5,0,0,0,0,1457,3041,4626,17373,200,17373
90,110,10,10,0.12,5,0,0,0,0,1223,2806,5313,27984,200,27984
80,120,10,10,0.12,5,0,0,0,0,1278,3090,6048,22375,200,22375
70,130,10,10,0.12,5,0,0,0,0,2805,4443,8007,28904,200,28904
60,140,10,10,0.12,5,0,0,0,0,1299,3699,6451,19712,200,19712
50,150,10,10,0.12,5,0,0,0,0,2962,6428,11117,31710,200,31710
40,160,10,10,0.12,5,0,0,0,0,1924,5178,9985,43977,200,43977
30,170,10,10,0.12,5,0,0,0,0,2768,6564,11353,37609,200,37609
20,180,10,10,0.12,5,0,0,0,0,4900,9745,16472,59263,200,59263
10,190,10,10,0.12,5,0,0,0,0,5195,12675,20522,44817,200,44817
190,10,10,10,0.07999999999999999,5,0,0,0,0,976,1755,2573,5032,200,5032
180,20,10,10,0.07999999999999999,5,0,0,0,0,1159,2212,3007,12452,200,12452
170,30,10,10,0.07999999999999999,5,0,0,0,0,1211,2171,3216,12215,200,12215
160,40,10,10,0.07999999999999999,5,0,0,0,0,1509,2598,3652,16294,200,16294
150,50,10,10,0.07999999999999999,5,0,0,0,0,1112,2232,3613,11492,200,11492
140,60,10,10,0.07999999999999999,5,0,0,0,0,1568,2765,4186,16223,200,16223
130,70,10,10,0.07999999999999999,5,0,0,0,0,899,2569,3822,20324,200,20324
120,80,10,10,0.07999999999999999,5,0,0,0,0,1165,3032,4443,26446,200,26446
110,90,10,10,0.07999999999999999,5,0,0,0,0,2057,3651,6302,20866,200,20866
100,100,10,10,0.07999999999999999,5,0,0,0,0,1744,3576,6402,30390,200,30390
90,110,10,10,0.07999999999999999,5,0,0,0,0,2247,4598,7447,36142,200,36142
80,120,10,10,0.07999999999999999,5,0,0,0,0,2765,5197,9324,38022,200,38022
70,130,10,10,0.07999999999999999,5,0,0,0,0,3172,7121,12122,68672,200,68672
60,140,10,10,0.07999999999999999,5,0,0,0,0,2778,5656,10723,36467,200,36467
50,150,10,10,0.07999999999999999,5,0,0,0,0,2845,7437,14474,42841,200,42841
40,160,10,10,0.07999999999999999,5,0,0,0,0,3483,9632,18202,54755,200,54755
30,170,10,10,0.07999999999999999,5,0,0,0,0,5447,11547,21834,67812,200,67812
20,180,10,10,0.07999999999999999,5,0,0,0,0,4370,11756,23901,81763,200,81763
10,190,10,10,0.07999999999999999,5,0,0,0,0,6817,17497,31871,81361,200,81361
190,10,10,10,0.03999999999999998,5,0,0,0,0,1729,3237,4717,11553,200,11553
180,20,10,10,0.03999999999999998,5,0,0,0,0,1386,3250,4706,14247,200,14247
170,30,10,10,0.03999999999999998,5,0,0,0,0,2182,4036,6066,36163,200,36163
160,40,10,10,0.03999999999999998,5,0,0,0,0,2652,4796,7108,29527,200,29527
150,50,10,10,0.03999999999999998,5,0,0,0,0,2403,4464,7284,41683,200,41683
140,60,10,10,0.03999999999999998,5,0,0,0,0,3118,5580,8741,35225,200,35225
130,70,10,10,0.03999999999999998,5,0,0,0,0,2873,5663,8953,42651,200,42651
